Jahr;Monat;Branche;Branche_Label;Preisart;Umsatz;Umsatz_Veraenderung
1994;1;WZ08-55;Beherbergung;REAL;92.3;0
1994;2;WZ08-55;Beherbergung;REAL;97;0
1994;3;WZ08-55;Beherbergung;REAL;111.3;0
1994;4;WZ08-55;Beherbergung;REAL;117.2;0
1994;5;WZ08-55;Beherbergung;REAL;138;0
1994;6;WZ08-55;Beherbergung;REAL;133.7;0
1994;7;WZ08-55;Beherbergung;REAL;130.8;0
1994;8;WZ08-55;Beherbergung;REAL;135.6;0
1994;9;WZ08-55;Beherbergung;REAL;155.6;0
1994;10;WZ08-55;Beherbergung;REAL;146;0
1994;11;WZ08-55;Beherbergung;REAL;106.5;0
1994;12;WZ08-55;Beherbergung;REAL;110.8;0
1994;1;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;91.9;0
1994;2;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;97.2;0
1994;3;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;110.6;0
1994;4;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;115.9;0
1994;5;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;136.8;0
1994;6;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;132.8;0
1994;7;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;126.4;0
1994;8;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;132.2;0
1994;9;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;155.6;0
1994;10;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;146.6;0
1994;11;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;108;0
1994;12;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;112.1;0
1994;1;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;97.3;0
1994;2;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;98.9;0
1994;3;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;125.1;0
1994;4;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;131.8;0
1994;5;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;160.3;0
1994;6;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;173.1;0
1994;7;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;191;0
1994;8;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;179.2;0
1994;9;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;170.3;0
1994;10;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;152.8;0
1994;11;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;95.3;0
1994;12;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;101.6;0
1994;1;WZ08-553;Campingplätze;REAL;68.4;0
1994;2;WZ08-553;Campingplätze;REAL;52.2;0
1994;3;WZ08-553;Campingplätze;REAL;81.8;0
1994;4;WZ08-553;Campingplätze;REAL;119.4;0
1994;5;WZ08-553;Campingplätze;REAL;99.7;0
1994;6;WZ08-553;Campingplätze;REAL;834.7;0
1994;7;WZ08-553;Campingplätze;REAL;141.9;0
1994;8;WZ08-553;Campingplätze;REAL;123.7;0
1994;9;WZ08-553;Campingplätze;REAL;63.6;0
1994;10;WZ08-553;Campingplätze;REAL;56.7;0
1994;11;WZ08-553;Campingplätze;REAL;34.8;0
1994;12;WZ08-553;Campingplätze;REAL;32.5;0
1994;1;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1994;2;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1994;3;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1994;4;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1994;5;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1994;6;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1994;7;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1994;8;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1994;9;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1994;10;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1994;11;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1994;12;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1994;1;WZ08-56;Gastronomie;REAL;152.3;0
1994;2;WZ08-56;Gastronomie;REAL;147.6;0
1994;3;WZ08-56;Gastronomie;REAL;166;0
1994;4;WZ08-56;Gastronomie;REAL;168.1;0
1994;5;WZ08-56;Gastronomie;REAL;182.6;0
1994;6;WZ08-56;Gastronomie;REAL;175.8;0
1994;7;WZ08-56;Gastronomie;REAL;180.5;0
1994;8;WZ08-56;Gastronomie;REAL;178.8;0
1994;9;WZ08-56;Gastronomie;REAL;178.2;0
1994;10;WZ08-56;Gastronomie;REAL;176.7;0
1994;11;WZ08-56;Gastronomie;REAL;164.4;0
1994;12;WZ08-56;Gastronomie;REAL;180.8;0
1994;1;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;154.3;0
1994;2;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;149.2;0
1994;3;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;170.4;0
1994;4;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;175.3;0
1994;5;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;193.6;0
1994;6;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;184.1;0
1994;7;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;193.1;0
1994;8;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;191.3;0
1994;9;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;185.3;0
1994;10;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;185.1;0
1994;11;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;168.8;0
1994;12;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;190.6;0
1994;1;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;REAL;87.9;0
1994;2;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;REAL;86.4;0
1994;3;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;REAL;99.9;0
1994;4;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;REAL;92.3;0
1994;5;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;REAL;97;0
1994;6;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;REAL;101.8;0
1994;7;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;REAL;93.6;0
1994;8;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;REAL;88.9;0
1994;9;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;REAL;99;0
1994;10;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;REAL;98.1;0
1994;11;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;REAL;96.3;0
1994;12;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;REAL;97.3;0
1994;1;WZ08-563;Ausschank von Getränken;REAL;255;0
1994;2;WZ08-563;Ausschank von Getränken;REAL;246.7;0
1994;3;WZ08-563;Ausschank von Getränken;REAL;257;0
1994;4;WZ08-563;Ausschank von Getränken;REAL;259.8;0
1994;5;WZ08-563;Ausschank von Getränken;REAL;268.8;0
1994;6;WZ08-563;Ausschank von Getränken;REAL;257.2;0
1994;7;WZ08-563;Ausschank von Getränken;REAL;258.5;0
1994;8;WZ08-563;Ausschank von Getränken;REAL;263.4;0
1994;9;WZ08-563;Ausschank von Getränken;REAL;276.9;0
1994;10;WZ08-563;Ausschank von Getränken;REAL;266.7;0
1994;11;WZ08-563;Ausschank von Getränken;REAL;258.3;0
1994;12;WZ08-563;Ausschank von Getränken;REAL;270.1;0
1994;1;WZ08-561-01;Gaststättengewerbe;REAL;168.4;0
1994;2;WZ08-561-01;Gaststättengewerbe;REAL;162.8;0
1994;3;WZ08-561-01;Gaststättengewerbe;REAL;182.4;0
1994;4;WZ08-561-01;Gaststättengewerbe;REAL;187;0
1994;5;WZ08-561-01;Gaststättengewerbe;REAL;204;0
1994;6;WZ08-561-01;Gaststättengewerbe;REAL;194.3;0
1994;7;WZ08-561-01;Gaststättengewerbe;REAL;202.2;0
1994;8;WZ08-561-01;Gaststättengewerbe;REAL;201.4;0
1994;9;WZ08-561-01;Gaststättengewerbe;REAL;198;0
1994;10;WZ08-561-01;Gaststättengewerbe;REAL;196.4;0
1994;11;WZ08-561-01;Gaststättengewerbe;REAL;181.4;0
1994;12;WZ08-561-01;Gaststättengewerbe;REAL;201.6;0
1994;1;WZ08-55-01;Gastgewerbe;REAL;127.9;0
1994;2;WZ08-55-01;Gastgewerbe;REAL;127.1;0
1994;3;WZ08-55-01;Gastgewerbe;REAL;143.9;0
1994;4;WZ08-55-01;Gastgewerbe;REAL;147.5;0
1994;5;WZ08-55-01;Gastgewerbe;REAL;164.6;0
1994;6;WZ08-55-01;Gastgewerbe;REAL;159.2;0
1994;7;WZ08-55-01;Gastgewerbe;REAL;160.4;0
1994;8;WZ08-55-01;Gastgewerbe;REAL;161.3;0
1994;9;WZ08-55-01;Gastgewerbe;REAL;169.2;0
1994;10;WZ08-55-01;Gastgewerbe;REAL;164.4;0
1994;11;WZ08-55-01;Gastgewerbe;REAL;140.8;0
1994;12;WZ08-55-01;Gastgewerbe;REAL;152.4;0
1994;1;WZ08-55;Beherbergung;NOMINAL;61.6;0
1994;2;WZ08-55;Beherbergung;NOMINAL;65.1;0
1994;3;WZ08-55;Beherbergung;NOMINAL;74.5;0
1994;4;WZ08-55;Beherbergung;NOMINAL;78.9;0
1994;5;WZ08-55;Beherbergung;NOMINAL;93.2;0
1994;6;WZ08-55;Beherbergung;NOMINAL;92;0
1994;7;WZ08-55;Beherbergung;NOMINAL;90.1;0
1994;8;WZ08-55;Beherbergung;NOMINAL;93.2;0
1994;9;WZ08-55;Beherbergung;NOMINAL;106.3;0
1994;10;WZ08-55;Beherbergung;NOMINAL;99.7;0
1994;11;WZ08-55;Beherbergung;NOMINAL;72.5;0
1994;12;WZ08-55;Beherbergung;NOMINAL;75.3;0
1994;1;WZ08-551;Hotels, Gasthöfe und Pensionen;NOMINAL;61.5;0
1994;2;WZ08-551;Hotels, Gasthöfe und Pensionen;NOMINAL;65.2;0
1994;3;WZ08-551;Hotels, Gasthöfe und Pensionen;NOMINAL;74.2;0
1994;4;WZ08-551;Hotels, Gasthöfe und Pensionen;NOMINAL;78.1;0
1994;5;WZ08-551;Hotels, Gasthöfe und Pensionen;NOMINAL;92.3;0
1994;6;WZ08-551;Hotels, Gasthöfe und Pensionen;NOMINAL;90.4;0
1994;7;WZ08-551;Hotels, Gasthöfe und Pensionen;NOMINAL;86.1;0
1994;8;WZ08-551;Hotels, Gasthöfe und Pensionen;NOMINAL;90.2;0
1994;9;WZ08-551;Hotels, Gasthöfe und Pensionen;NOMINAL;106;0
1994;10;WZ08-551;Hotels, Gasthöfe und Pensionen;NOMINAL;99.9;0
1994;11;WZ08-551;Hotels, Gasthöfe und Pensionen;NOMINAL;73.6;0
1994;12;WZ08-551;Hotels, Gasthöfe und Pensionen;NOMINAL;76.4;0
1994;1;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;NOMINAL;63;0
1994;2;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;NOMINAL;67.1;0
1994;3;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;NOMINAL;82.3;0
1994;4;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;NOMINAL;88.3;0
1994;5;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;NOMINAL;112.1;0
1994;6;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;NOMINAL;124.3;0
1994;7;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;NOMINAL;150.1;0
1994;8;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;NOMINAL;140.7;0
1994;9;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;NOMINAL;123.1;0
1994;10;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;NOMINAL;108.1;0
1994;11;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;NOMINAL;63.3;0
1994;12;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;NOMINAL;67.5;0
1994;1;WZ08-553;Campingplätze;NOMINAL;44.1;0
1994;2;WZ08-553;Campingplätze;NOMINAL;33.7;0
1994;3;WZ08-553;Campingplätze;NOMINAL;52.8;0
1994;4;WZ08-553;Campingplätze;NOMINAL;77.1;0
1994;5;WZ08-553;Campingplätze;NOMINAL;65.2;0
1994;6;WZ08-553;Campingplätze;NOMINAL;55.3;0
1994;7;WZ08-553;Campingplätze;NOMINAL;94.7;0
1994;8;WZ08-553;Campingplätze;NOMINAL;82.6;0
1994;9;WZ08-553;Campingplätze;NOMINAL;42.5;0
1994;10;WZ08-553;Campingplätze;NOMINAL;37.9;0
1994;11;WZ08-553;Campingplätze;NOMINAL;23.3;0
1994;12;WZ08-553;Campingplätze;NOMINAL;21.7;0
1994;1;WZ08-559;Sonstige Beherbergungsstätten;NOMINAL;0;0
1994;2;WZ08-559;Sonstige Beherbergungsstätten;NOMINAL;0;0
1994;3;WZ08-559;Sonstige Beherbergungsstätten;NOMINAL;0;0
1994;4;WZ08-559;Sonstige Beherbergungsstätten;NOMINAL;0;0
1994;5;WZ08-559;Sonstige Beherbergungsstätten;NOMINAL;0;0
1994;6;WZ08-559;Sonstige Beherbergungsstätten;NOMINAL;0;0
1994;7;WZ08-559;Sonstige Beherbergungsstätten;NOMINAL;0;0
1994;8;WZ08-559;Sonstige Beherbergungsstätten;NOMINAL;0;0
1994;9;WZ08-559;Sonstige Beherbergungsstätten;NOMINAL;0;0
1994;10;WZ08-559;Sonstige Beherbergungsstätten;NOMINAL;0;0
1994;11;WZ08-559;Sonstige Beherbergungsstätten;NOMINAL;0;0
1994;12;WZ08-559;Sonstige Beherbergungsstätten;NOMINAL;0;0
1994;1;WZ08-56;Gastronomie;NOMINAL;106.4;0
1994;2;WZ08-56;Gastronomie;NOMINAL;103.5;0
1994;3;WZ08-56;Gastronomie;NOMINAL;116.6;0
1994;4;WZ08-56;Gastronomie;NOMINAL;118.3;0
1994;5;WZ08-56;Gastronomie;NOMINAL;128.7;0
1994;6;WZ08-56;Gastronomie;NOMINAL;124.1;0
1994;7;WZ08-56;Gastronomie;NOMINAL;127.6;0
1994;8;WZ08-56;Gastronomie;NOMINAL;126.7;0
1994;9;WZ08-56;Gastronomie;NOMINAL;126.2;0
1994;10;WZ08-56;Gastronomie;NOMINAL;125.4;0
1994;11;WZ08-56;Gastronomie;NOMINAL;116.6;0
1994;12;WZ08-56;Gastronomie;NOMINAL;128.4;0
1994;1;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;NOMINAL;108.1;0
1994;2;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;NOMINAL;104.9;0
1994;3;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;NOMINAL;120;0
1994;4;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;NOMINAL;123.7;0
1994;5;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;NOMINAL;136.9;0
1994;6;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;NOMINAL;130.4;0
1994;7;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;NOMINAL;136.9;0
1994;8;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;NOMINAL;135.5;0
1994;9;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;NOMINAL;131.3;0
1994;10;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;NOMINAL;131.3;0
1994;11;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;NOMINAL;119.9;0
1994;12;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;NOMINAL;135.4;0
1994;1;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;NOMINAL;60.9;0
1994;2;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;NOMINAL;59.9;0
1994;3;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;NOMINAL;69.4;0
1994;4;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;NOMINAL;64.1;0
1994;5;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;NOMINAL;67.6;0
1994;6;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;NOMINAL;70.9;0
1994;7;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;NOMINAL;65.3;0
1994;8;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;NOMINAL;63.2;0
1994;9;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;NOMINAL;70.4;0
1994;10;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;NOMINAL;69.9;0
1994;11;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;NOMINAL;68.5;0
1994;12;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;NOMINAL;69.3;0
1994;1;WZ08-563;Ausschank von Getränken;NOMINAL;178.3;0
1994;2;WZ08-563;Ausschank von Getränken;NOMINAL;173.4;0
1994;3;WZ08-563;Ausschank von Getränken;NOMINAL;180.7;0
1994;4;WZ08-563;Ausschank von Getränken;NOMINAL;183.1;0
1994;5;WZ08-563;Ausschank von Getränken;NOMINAL;189.5;0
1994;6;WZ08-563;Ausschank von Getränken;NOMINAL;181.2;0
1994;7;WZ08-563;Ausschank von Getränken;NOMINAL;182.4;0
1994;8;WZ08-563;Ausschank von Getränken;NOMINAL;186;0
1994;9;WZ08-563;Ausschank von Getränken;NOMINAL;195.3;0
1994;10;WZ08-563;Ausschank von Getränken;NOMINAL;189.5;0
1994;11;WZ08-563;Ausschank von Getränken;NOMINAL;183.4;0
1994;12;WZ08-563;Ausschank von Getränken;NOMINAL;192.1;0
1994;1;WZ08-561-01;Gaststättengewerbe;NOMINAL;117.6;0
1994;2;WZ08-561-01;Gaststättengewerbe;NOMINAL;114.1;0
1994;3;WZ08-561-01;Gaststättengewerbe;NOMINAL;128.1;0
1994;4;WZ08-561-01;Gaststättengewerbe;NOMINAL;131.7;0
1994;5;WZ08-561-01;Gaststättengewerbe;NOMINAL;143.8;0
1994;6;WZ08-561-01;Gaststättengewerbe;NOMINAL;137.1;0
1994;7;WZ08-561-01;Gaststättengewerbe;NOMINAL;142.8;0
1994;8;WZ08-561-01;Gaststättengewerbe;NOMINAL;142.2;0
1994;9;WZ08-561-01;Gaststättengewerbe;NOMINAL;139.8;0
1994;10;WZ08-561-01;Gaststättengewerbe;NOMINAL;139.1;0
1994;11;WZ08-561-01;Gaststättengewerbe;NOMINAL;128.4;0
1994;12;WZ08-561-01;Gaststättengewerbe;NOMINAL;142.9;0
1994;1;WZ08-55-01;Gastgewerbe;NOMINAL;88.2;0
1994;2;WZ08-55-01;Gastgewerbe;NOMINAL;87.9;0
1994;3;WZ08-55-01;Gastgewerbe;NOMINAL;99.6;0
1994;4;WZ08-55-01;Gastgewerbe;NOMINAL;102.5;0
1994;5;WZ08-55-01;Gastgewerbe;NOMINAL;114.5;0
1994;6;WZ08-55-01;Gastgewerbe;NOMINAL;111.3;0
1994;7;WZ08-55-01;Gastgewerbe;NOMINAL;112.5;0
1994;8;WZ08-55-01;Gastgewerbe;NOMINAL;113.4;0
1994;9;WZ08-55-01;Gastgewerbe;NOMINAL;118.5;0
1994;10;WZ08-55-01;Gastgewerbe;NOMINAL;115.2;0
1994;11;WZ08-55-01;Gastgewerbe;NOMINAL;98.8;0
1994;12;WZ08-55-01;Gastgewerbe;NOMINAL;106.9;0
1995;1;WZ08-55;Beherbergung;REAL;92.2;-0.1
1995;2;WZ08-55;Beherbergung;REAL;96.6;-0.4
1995;3;WZ08-55;Beherbergung;REAL;112.4;1
1995;4;WZ08-55;Beherbergung;REAL;114.4;-2.4
1995;5;WZ08-55;Beherbergung;REAL;140.9;2.1
1995;6;WZ08-55;Beherbergung;REAL;130.3;-3.3
1995;7;WZ08-55;Beherbergung;REAL;122.8;-6.1
1995;8;WZ08-55;Beherbergung;REAL;125.5;-7.4
1995;9;WZ08-55;Beherbergung;REAL;143.2;-8
1995;10;WZ08-55;Beherbergung;REAL;139;-4.8
1995;11;WZ08-55;Beherbergung;REAL;105.1;-1.3
1995;12;WZ08-55;Beherbergung;REAL;108.2;-2.3
1995;1;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;91.6;-0.3
1995;2;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;96.8;-0.4
1995;3;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;112.5;1.7
1995;4;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;112.7;-2.8
1995;5;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;140.4;2.6
1995;6;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;128;-3.6
1995;7;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;118.2;-6.5
1995;8;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;121.9;-7.8
1995;9;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;142.6;-8.4
1995;10;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;139.3;-5
1995;11;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;106.7;-1.2
1995;12;WZ08-551;Hotels, Gasthöfe und Pensionen;REAL;109.9;-2
1995;1;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;95.4;-2
1995;2;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;100;1.1
1995;3;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;118.6;-5.2
1995;4;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;140.3;6.4
1995;5;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;158.1;-1.4
1995;6;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;177.3;2.4
1995;7;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;196;2.6
1995;8;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;182.3;1.7
1995;9;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;166.6;-2.2
1995;10;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;150.6;-1.4
1995;11;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;91.5;-4
1995;12;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;REAL;94.7;-6.8
1995;1;WZ08-553;Campingplätze;REAL;88.4;29.2
1995;2;WZ08-553;Campingplätze;REAL;51.5;-1.3
1995;3;WZ08-553;Campingplätze;REAL;58.5;-28.5
1995;4;WZ08-553;Campingplätze;REAL;104.2;-12.7
1995;5;WZ08-553;Campingplätze;REAL;86.8;-12.9
1995;6;WZ08-553;Campingplätze;REAL;80.8;-4.6
1995;7;WZ08-553;Campingplätze;REAL;117.5;-17.2
1995;8;WZ08-553;Campingplätze;REAL;101.7;-17.8
1995;9;WZ08-553;Campingplätze;REAL;57.5;-9.6
1995;10;WZ08-553;Campingplätze;REAL;50.1;-11.6
1995;11;WZ08-553;Campingplätze;REAL;35.6;2.3
1995;12;WZ08-553;Campingplätze;REAL;38.4;18.2
1995;1;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1995;2;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1995;3;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1995;4;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1995;5;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1995;6;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1995;7;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1995;8;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1995;9;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1995;10;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1995;11;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1995;12;WZ08-559;Sonstige Beherbergungsstätten;REAL;0;0
1995;1;WZ08-56;Gastronomie;REAL;146.9;-3.5
1995;2;WZ08-56;Gastronomie;REAL;149.1;1
1995;3;WZ08-56;Gastronomie;REAL;161.9;-2.5
1995;4;WZ08-56;Gastronomie;REAL;167.7;-0.2
1995;5;WZ08-56;Gastronomie;REAL;181.1;-0.8
1995;6;WZ08-56;Gastronomie;REAL;176.7;0.5
1995;7;WZ08-56;Gastronomie;REAL;177.9;-1.4
1995;8;WZ08-56;Gastronomie;REAL;176.1;-1.5
1995;9;WZ08-56;Gastronomie;REAL;174.8;-1.9
1995;10;WZ08-56;Gastronomie;REAL;174;-1.5
1995;11;WZ08-56;Gastronomie;REAL;159.8;-2.8
1995;12;WZ08-56;Gastronomie;REAL;173.9;-3.8
1995;1;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;150.4;-2.5
1995;2;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;152.8;2.4
1995;3;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;167.6;-1.6
1995;4;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;176.2;0.5
1995;5;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;191.6;-1
1995;6;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;185.8;0.9
1995;7;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;191.1;-1
1995;8;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;187.9;-1.8
1995;9;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;182.4;-1.6
1995;10;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;183.1;-1.1
1995;11;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;164;-2.8
1995;12;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;REAL;182.8;-4.1
1995;1;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;REAL;91.9;4.6
1995;2;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;REAL;89.9;4.1
1995;3;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;REAL;103;3.1
1995;4;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;REAL;96.1;4.1
1995;5;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;REAL;104.9;8.1
