Jahr;Monat;Branche_Code;Branche_Label;Umsatz;Veraenderung
2020;3;WZ08-56;Gastronomie;64.1;-41
2020;3;WZ08-561;Restaurants & Cafes;60.6;-44.2
2020;3;WZ08-562;Caterer;81.7;-26.8
2020;3;WZ08-563;Bars & Clubs;48.8;-51.8
2020;4;WZ08-55;Beherbergung;14.7;-86.5
2020;4;WZ08-551;Hotels;12.6;-88.3
2020;4;WZ08-552;Ferienunterkünfte;17.1;-83.9
2020;4;WZ08-553;Campingplätze;85.8;-40
2020;4;WZ08-56;Gastronomie;35.8;-67.6
2020;4;WZ08-561;Restaurants & Cafes;33.2;-70.5
2020;4;WZ08-562;Caterer;51.2;-52.1
2020;4;WZ08-563;Bars & Clubs;16.9;-83.8
2020;5;WZ08-55;Beherbergung;26;-78.8
2020;5;WZ08-551;Hotels;23.5;-81
2020;5;WZ08-552;Ferienunterkünfte;36.5;-67.4
2020;5;WZ08-553;Campingplätze;87.1;-23.3
2020;5;WZ08-56;Gastronomie;55.6;-53
2020;5;WZ08-561;Restaurants & Cafes;58.2;-51.3
2020;5;WZ08-562;Caterer;55.8;-52.6
2020;5;WZ08-563;Bars & Clubs;31.4;-70.8
2020;6;WZ08-55;Beherbergung;61.7;-51.4
2020;6;WZ08-551;Hotels;57.9;-53.7
2020;6;WZ08-552;Ferienunterkünfte;80.6;-40.2
2020;6;WZ08-553;Campingplätze;168.1;-6.7
2020;6;WZ08-56;Gastronomie;80;-33.4
2020;6;WZ08-561;Restaurants & Cafes;87.3;-28.9
2020;6;WZ08-562;Caterer;65;-43.9
2020;6;WZ08-563;Bars & Clubs;55.5;-49.2
2020;7;WZ08-55;Beherbergung;92.7;-25.7
2020;7;WZ08-551;Hotels;87;-27.9
2020;7;WZ08-552;Ferienunterkünfte;129.1;-14
2020;7;WZ08-553;Campingplätze;235.6;6.6
2020;7;WZ08-56;Gastronomie;101.3;-16.6
2020;7;WZ08-561;Restaurants & Cafes;113.8;-9.3
2020;7;WZ08-562;Caterer;71.2;-36.8
2020;7;WZ08-563;Bars & Clubs;72.7;-33.7
2020;8;WZ08-55;Beherbergung;104;-16.3
2020;8;WZ08-551;Hotels;98;-18.7
2020;8;WZ08-552;Ferienunterkünfte;143.1;-2.4
2020;8;WZ08-553;Campingplätze;255.8;15.4
2020;8;WZ08-56;Gastronomie;104.6;-15
2020;8;WZ08-561;Restaurants & Cafes;116.8;-8.8
2020;8;WZ08-562;Caterer;75.7;-30.9
2020;8;WZ08-563;Bars & Clubs;76;-34.7
2020;9;WZ08-55;Beherbergung;102.3;-24.5
2020;9;WZ08-551;Hotels;100.1;-26.5
2020;9;WZ08-552;Ferienunterkünfte;113.5;-11.5
2020;9;WZ08-553;Campingplätze;164.7;28.2
2020;9;WZ08-56;Gastronomie;103.3;-13.9
2020;9;WZ08-561;Restaurants & Cafes;111.1;-7.2
2020;9;WZ08-562;Caterer;89.1;-28.4
2020;9;WZ08-563;Bars & Clubs;73.1;-34.2
2020;10;WZ08-55;Beherbergung;83;-35.5
2020;10;WZ08-551;Hotels;81.2;-37.7
2020;10;WZ08-552;Ferienunterkünfte;96.3;-16.3
2020;10;WZ08-553;Campingplätze;109.9;24.9
2020;10;WZ08-56;Gastronomie;92.9;-21.6
2020;10;WZ08-561;Restaurants & Cafes;99.6;-16.3
2020;10;WZ08-562;Caterer;82.1;-30.7
2020;10;WZ08-563;Bars & Clubs;62.7;-45.2
2020;11;WZ08-55;Beherbergung;21.9;-79.9
2020;11;WZ08-551;Hotels;21;-81.5
2020;11;WZ08-552;Ferienunterkünfte;22.5;-67
2020;11;WZ08-553;Campingplätze;36.5;-22
2020;11;WZ08-56;Gastronomie;47.8;-57.8
2020;11;WZ08-561;Restaurants & Cafes;43.1;-61.4
2020;11;WZ08-562;Caterer;73.5;-39.4
2020;11;WZ08-563;Bars & Clubs;19.3;-82
2020;12;WZ08-55;Beherbergung;19.3;-81.5
2020;12;WZ08-551;Hotels;18.4;-83
2020;12;WZ08-552;Ferienunterkünfte;20.3;-72.2
2020;12;WZ08-553;Campingplätze;36.4;-18
2020;12;WZ08-56;Gastronomie;45.5;-63.4
2020;12;WZ08-561;Restaurants & Cafes;41;-67.5
2020;12;WZ08-562;Caterer;70.5;-40.2
2020;12;WZ08-563;Bars & Clubs;16.8;-86.7
2021;1;WZ08-55;Beherbergung;17.3;-80
2021;1;WZ08-551;Hotels;13.5;-84.6
2021;1;WZ08-552;Ferienunterkünfte;16.9;-71.8
2021;1;WZ08-553;Campingplätze;112.5;-2.4
2021;1;WZ08-56;Gastronomie;45.1;-54.9
2021;1;WZ08-561;Restaurants & Cafes;42.2;-58
2021;1;WZ08-562;Caterer;58.7;-42.3
2021;1;WZ08-563;Bars & Clubs;14.4;-84.5
2021;2;WZ08-55;Beherbergung;16.4;-82.2
2021;2;WZ08-551;Hotels;14.9;-84.1
2021;2;WZ08-552;Ferienunterkünfte;14.2;-80.6
2021;2;WZ08-553;Campingplätze;47.8;-28.8
2021;2;WZ08-56;Gastronomie;44.9;-55.2
2021;2;WZ08-561;Restaurants & Cafes;40.8;-59.3
2021;2;WZ08-562;Caterer;60.6;-41.6
2021;2;WZ08-563;Bars & Clubs;15.1;-84.2
2021;3;WZ08-55;Beherbergung;21.7;-59.3
2021;3;WZ08-551;Hotels;20;-62.3
2021;3;WZ08-552;Ferienunterkünfte;15.3;-66.6
2021;3;WZ08-553;Campingplätze;74;5.3
2021;3;WZ08-56;Gastronomie;53.2;-17
2021;3;WZ08-561;Restaurants & Cafes;49.4;-18.5
2021;3;WZ08-562;Caterer;69.5;-14.9
2021;3;WZ08-563;Bars & Clubs;18.1;-62.9
2021;4;WZ08-55;Beherbergung;20.6;40.1
2021;4;WZ08-551;Hotels;18.8;49.2
2021;4;WZ08-552;Ferienunterkünfte;17.4;1.8
2021;4;WZ08-553;Campingplätze;65.4;-23.8
2021;4;WZ08-56;Gastronomie;50.7;41.6
2021;4;WZ08-561;Restaurants & Cafes;47.5;43.1
2021;4;WZ08-562;Caterer;65.3;27.5
2021;4;WZ08-563;Bars & Clubs;18;6.5
2021;5;WZ08-55;Beherbergung;31.1;19.6
2021;5;WZ08-551;Hotels;28.2;20
2021;5;WZ08-552;Ferienunterkünfte;37.2;1.9
2021;5;WZ08-553;Campingplätze;89.9;3.2
2021;5;WZ08-56;Gastronomie;62.1;11.7
2021;5;WZ08-561;Restaurants & Cafes;62.1;6.7
2021;5;WZ08-562;Caterer;70.6;26.5
2021;5;WZ08-563;Bars & Clubs;26.9;-14.3
2021;6;WZ08-55;Beherbergung;71.3;15.6
2021;6;WZ08-551;Hotels;67.3;16.2
2021;6;WZ08-552;Ferienunterkünfte;87;7.9
2021;6;WZ08-553;Campingplätze;177.5;5.6
2021;6;WZ08-56;Gastronomie;87.9;9.9
2021;6;WZ08-561;Restaurants & Cafes;94.5;8.2
2021;6;WZ08-562;Caterer;80.1;23.2
2021;6;WZ08-563;Bars & Clubs;63.2;13.9
2021;7;WZ08-55;Beherbergung;100.3;8.2
2021;7;WZ08-551;Hotels;91.7;5.4
2021;7;WZ08-552;Ferienunterkünfte;155.4;20.4
2021;7;WZ08-553;Campingplätze;254.3;7.9
2021;7;WZ08-56;Gastronomie;102.4;1.1
2021;7;WZ08-561;Restaurants & Cafes;115.5;1.5
2021;7;WZ08-562;Caterer;80.8;13.5
2021;7;WZ08-563;Bars & Clubs;79.8;9.8
2021;8;WZ08-55;Beherbergung;116.6;12.1
2021;8;WZ08-551;Hotels;107.6;9.8
2021;8;WZ08-552;Ferienunterkünfte;184.5;28.9
2021;8;WZ08-553;Campingplätze;260.1;1.7
2021;8;WZ08-56;Gastronomie;103.3;-1.2
2021;8;WZ08-561;Restaurants & Cafes;116.6;-0.2
2021;8;WZ08-562;Caterer;81.4;7.5
2021;8;WZ08-563;Bars & Clubs;79.8;5
2021;9;WZ08-55;Beherbergung;119;16.3
2021;9;WZ08-551;Hotels;118.2;18.1
2021;9;WZ08-552;Ferienunterkünfte;136.2;20
2021;9;WZ08-553;Campingplätze;171.6;4.2
2021;9;WZ08-56;Gastronomie;103.7;0.4
2021;9;WZ08-561;Restaurants & Cafes;110.1;-0.9
2021;9;WZ08-562;Caterer;96.1;7.9
2021;9;WZ08-563;Bars & Clubs;80.4;10
2021;10;WZ08-55;Beherbergung;116.1;39.9
2021;10;WZ08-551;Hotels;115.5;42.2
2021;10;WZ08-552;Ferienunterkünfte;145.2;50.8
2021;10;WZ08-553;Campingplätze;114.8;4.5
2021;10;WZ08-56;Gastronomie;104.7;12.7
2021;10;WZ08-561;Restaurants & Cafes;112;12.4
2021;10;WZ08-562;Caterer;93.7;14.1
2021;10;WZ08-563;Bars & Clubs;86.7;38.3
2021;11;WZ08-55;Beherbergung;89.9;310.5
2021;11;WZ08-551;Hotels;93.6;345.7
2021;11;WZ08-552;Ferienunterkünfte;76.2;238.7
2021;11;WZ08-553;Campingplätze;59.2;62.2
2021;11;WZ08-56;Gastronomie;88.9;86
2021;11;WZ08-561;Restaurants & Cafes;88.6;105.6
2021;11;WZ08-562;Caterer;95.3;29.7
2021;11;WZ08-563;Bars & Clubs;65.9;241.5
2021;12;WZ08-55;Beherbergung;61;216.1
2021;12;WZ08-551;Hotels;62.4;239.1
2021;12;WZ08-552;Ferienunterkünfte;53.9;165.5
2021;12;WZ08-553;Campingplätze;54.5;49.7
2021;12;WZ08-56;Gastronomie;84.2;85.1
2021;12;WZ08-561;Restaurants & Cafes;86.7;111.5
2021;12;WZ08-562;Caterer;85.8;21.7
2021;12;WZ08-563;Bars & Clubs;55.5;230.4
2022;1;WZ08-55;Beherbergung;53.7;210.4
2022;1;WZ08-551;Hotels;51.4;280.7
2022;1;WZ08-552;Ferienunterkünfte;52.7;211.8
2022;1;WZ08-553;Campingplätze;136.9;21.7
2022;1;WZ08-56;Gastronomie;90;99.6
2022;1;WZ08-561;Restaurants & Cafes;93.8;122.3
2022;1;WZ08-562;Caterer;92.4;57.4
2022;1;WZ08-563;Bars & Clubs;48.2;234.7
2022;2;WZ08-55;Beherbergung;59.1;260.4
2022;2;WZ08-551;Hotels;59.3;298
2022;2;WZ08-552;Ferienunterkünfte;59.4;318.3
2022;2;WZ08-553;Campingplätze;65.5;37
2022;2;WZ08-56;Gastronomie;92.5;106
2022;2;WZ08-561;Restaurants & Cafes;96.2;135.8
2022;2;WZ08-562;Caterer;94.5;55.9
2022;2;WZ08-563;Bars & Clubs;53.1;251.7
2022;3;WZ08-55;Beherbergung;78.5;261.8
2022;3;WZ08-551;Hotels;79.2;296
2022;3;WZ08-552;Ferienunterkünfte;74.2;385
2022;3;WZ08-553;Campingplätze;104;40.5
2022;3;WZ08-56;Gastronomie;105.3;97.9
2022;3;WZ08-561;Restaurants & Cafes;109.5;121.7
2022;3;WZ08-562;Caterer;104.3;50.1
2022;3;WZ08-563;Bars & Clubs;74;308.8
2022;4;WZ08-55;Beherbergung;102.1;395.6
2022;4;WZ08-551;Hotels;99.5;429.3
2022;4;WZ08-552;Ferienunterkünfte;131.7;656.9
2022;4;WZ08-553;Campingplätze;142.8;118.3
2022;4;WZ08-56;Gastronomie;113.1;123.1
2022;4;WZ08-561;Restaurants & Cafes;119.1;150.7
2022;4;WZ08-562;Caterer;106.5;63.1
2022;4;WZ08-563;Bars & Clubs;89.1;395
2022;5;WZ08-55;Beherbergung;131.7;323.5
2022;5;WZ08-551;Hotels;132;368.1
2022;5;WZ08-552;Ferienunterkünfte;149.6;302.2
2022;5;WZ08-553;Campingplätze;152.2;69.3
2022;5;WZ08-56;Gastronomie;129.9;109.2
2022;5;WZ08-561;Restaurants & Cafes;138;122.2
2022;5;WZ08-562;Caterer;118.5;67.8
2022;5;WZ08-563;Bars & Clubs;107;297.8
2022;6;WZ08-55;Beherbergung;140.3;96.8
2022;6;WZ08-551;Hotels;138.8;106.2
2022;6;WZ08-552;Ferienunterkünfte;164.4;89
2022;6;WZ08-553;Campingplätze;203;14.4
2022;6;WZ08-56;Gastronomie;127.5;45.1
2022;6;WZ08-561;Restaurants & Cafes;135.3;43.2
2022;6;WZ08-562;Caterer;116.1;44.9
2022;6;WZ08-563;Bars & Clubs;108.2;71.2
2022;7;WZ08-55;Beherbergung;141.7;41.3
2022;7;WZ08-551;Hotels;135.8;48.1
2022;7;WZ08-552;Ferienunterkünfte;187.8;20.8
2022;7;WZ08-553;Campingplätze;276.6;8.8
2022;7;WZ08-56;Gastronomie;130.9;27.8
2022;7;WZ08-561;Restaurants & Cafes;142.8;23.6
2022;7;WZ08-562;Caterer;110.6;36.9
2022;7;WZ08-563;Bars & Clubs;112.4;40.9
2022;8;WZ08-55;Beherbergung;142.2;22
2022;8;WZ08-551;Hotels;135.8;26.2
2022;8;WZ08-552;Ferienunterkünfte;199;7.9
2022;8;WZ08-553;Campingplätze;257.9;-0.8
2022;8;WZ08-56;Gastronomie;127.3;23.2
2022;8;WZ08-561;Restaurants & Cafes;139.4;19.6
2022;8;WZ08-562;Caterer;106.1;30.3
2022;8;WZ08-563;Bars & Clubs;110.7;38.7
2022;9;WZ08-55;Beherbergung;160.3;34.7
2022;9;WZ08-551;Hotels;163.8;38.6
2022;9;WZ08-552;Ferienunterkünfte;165.3;21.4
2022;9;WZ08-553;Campingplätze;158.8;-7.5
2022;9;WZ08-56;Gastronomie;126;21.5
2022;9;WZ08-561;Restaurants & Cafes;128.8;17
2022;9;WZ08-562;Caterer;126.4;31.5
2022;9;WZ08-563;Bars & Clubs;101.3;26
2022;10;WZ08-55;Beherbergung;152.3;31.2
2022;10;WZ08-551;Hotels;155.9;35
2022;10;WZ08-552;Ferienunterkünfte;161.1;11
2022;10;WZ08-553;Campingplätze;120.1;4.6
2022;10;WZ08-56;Gastronomie;124;18.4
2022;10;WZ08-561;Restaurants & Cafes;130.1;16.2
2022;10;WZ08-562;Caterer;117.1;25
2022;10;WZ08-563;Bars & Clubs;100.6;16
