Jahr;Monat;Branche_Code;Branche_Label;Beschaeftigte;BeschaeftigteVeraenderung;Vollzeitbeschaeftigte;VollzeitbeschaeftigteVeraenderung;Teilzeitbeschaeftigte;TeilzeitbeschaeftigteVeraenderung
2021;11;WZ08-563;Bars & Clubs;68.6;37.5;;;;
2021;12;WZ08-55;Beherbergung;83.2;7.6;;;;
2021;12;WZ08-551;Hotels;82.7;7.4;;;;
2021;12;WZ08-552;Ferienunterkünfte;87.9;15.5;;;;
2021;12;WZ08-553;Campingplätze;99;11;;;;
2021;12;WZ08-56;Gastronomie;85.3;16.1;;;;
2021;12;WZ08-561;Restaurants & Cafes;87.4;19.6;;;;
2021;12;WZ08-562;Caterer;91.1;3.3;;;;
2021;12;WZ08-563;Bars & Clubs;62.9;34.7;;;;
2022;1;WZ08-55;Beherbergung;81.2;3.3;;;;
2022;1;WZ08-551;Hotels;80.6;2.3;;;;
2022;1;WZ08-552;Ferienunterkünfte;85.6;10;;;;
2022;1;WZ08-553;Campingplätze;94.4;8.4;;;;
2022;1;WZ08-56;Gastronomie;84.4;9.2;;;;
2022;1;WZ08-561;Restaurants & Cafes;86.6;12.8;;;;
2022;1;WZ08-562;Caterer;90.4;0.6;;;;
2022;1;WZ08-563;Bars & Clubs;60.7;29.1;;;;
2022;2;WZ08-55;Beherbergung;81.2;4.9;;;;
2022;2;WZ08-551;Hotels;80.8;4.3;;;;
2022;2;WZ08-552;Ferienunterkünfte;85.1;10.4;;;;
2022;2;WZ08-553;Campingplätze;93;8.9;;;;
2022;2;WZ08-56;Gastronomie;84.2;9.9;;;;
2022;2;WZ08-561;Restaurants & Cafes;86.1;13.1;;;;
2022;2;WZ08-562;Caterer;90.7;1.6;;;;
2022;2;WZ08-563;Bars & Clubs;60.7;30.8;;;;
2022;3;WZ08-55;Beherbergung;82.7;7.4;;;;
2022;3;WZ08-551;Hotels;81.7;6.4;;;;
2022;3;WZ08-552;Ferienunterkünfte;89;14.1;;;;
2022;3;WZ08-553;Campingplätze;104.5;17.7;;;;
2022;3;WZ08-56;Gastronomie;86.9;13;;;;
2022;3;WZ08-561;Restaurants & Cafes;89;16;;;;
2022;3;WZ08-562;Caterer;91.3;2.5;;;;
2022;3;WZ08-563;Bars & Clubs;69.5;49.8;;;;
2022;4;WZ08-55;Beherbergung;85.5;11.3;;;;
2022;4;WZ08-551;Hotels;83.7;9.7;;;;
2022;4;WZ08-552;Ferienunterkünfte;94.2;20.8;;;;
2022;4;WZ08-553;Campingplätze;127.2;30.6;;;;
2022;4;WZ08-56;Gastronomie;89.6;17.3;;;;
2022;4;WZ08-561;Restaurants & Cafes;92.1;20.5;;;;
2022;4;WZ08-562;Caterer;92.6;4.8;;;;
2022;4;WZ08-563;Bars & Clubs;75;64.5;;;;
2022;5;WZ08-55;Beherbergung;87.7;12.4;;;;
2022;5;WZ08-551;Hotels;85.5;11.2;;;;
2022;5;WZ08-552;Ferienunterkünfte;98.3;22;;;;
2022;5;WZ08-553;Campingplätze;135.1;20.7;;;;
2022;5;WZ08-56;Gastronomie;91.1;17.1;;;;
2022;5;WZ08-561;Restaurants & Cafes;93.8;19.6;;;;
2022;5;WZ08-562;Caterer;93.4;5.4;;;;
2022;5;WZ08-563;Bars & Clubs;77.9;62.6;;;;
2022;6;WZ08-55;Beherbergung;89.8;9.9;;;;
2022;6;WZ08-551;Hotels;87.4;9.3;;;;
2022;6;WZ08-552;Ferienunterkünfte;100.7;15.9;;;;
2022;6;WZ08-553;Campingplätze;145.6;12.2;;;;
2022;6;WZ08-56;Gastronomie;97;18.4;;;;
2022;6;WZ08-561;Restaurants & Cafes;102.3;22.2;;;;
2022;6;WZ08-562;Caterer;94.4;6.2;;;;
2022;6;WZ08-563;Bars & Clubs;82.9;44.7;;;;
2022;7;WZ08-55;Beherbergung;91.4;9.1;;;;
2022;7;WZ08-551;Hotels;88.6;9.1;;;;
2022;7;WZ08-552;Ferienunterkünfte;104.5;12.1;;;;
2022;7;WZ08-553;Campingplätze;152.7;7.2;;;;
2022;7;WZ08-56;Gastronomie;95.7;12.9;;;;
2022;7;WZ08-561;Restaurants & Cafes;99.7;13.9;;;;
2022;7;WZ08-562;Caterer;95;5.8;;;;
2022;7;WZ08-563;Bars & Clubs;83.8;37.2;;;;
2022;8;WZ08-55;Beherbergung;93.4;8.9;;;;
2022;8;WZ08-551;Hotels;90.7;9;;;;
2022;8;WZ08-552;Ferienunterkünfte;106.1;10.8;;;;
2022;8;WZ08-553;Campingplätze;154;6.9;;;;
2022;8;WZ08-56;Gastronomie;96.2;11.7;;;;
2022;8;WZ08-561;Restaurants & Cafes;100.1;12.3;;;;
2022;8;WZ08-562;Caterer;95.9;6.1;;;;
2022;8;WZ08-563;Bars & Clubs;83.9;33;;;;
2022;9;WZ08-55;Beherbergung;94;9;;;;
2022;9;WZ08-551;Hotels;91.9;9.1;;;;
2022;9;WZ08-552;Ferienunterkünfte;104;10.3;;;;
2022;9;WZ08-553;Campingplätze;145.5;8;;;;
2022;9;WZ08-56;Gastronomie;96.1;10.5;;;;
2022;9;WZ08-561;Restaurants & Cafes;99.5;11;;;;
2022;9;WZ08-562;Caterer;96.9;5.6;;;;
2022;9;WZ08-563;Bars & Clubs;84.3;29.7;;;;
2022;10;WZ08-55;Beherbergung;93.5;8.1;;;;
2022;10;WZ08-551;Hotels;92;8.4;;;;
2022;10;WZ08-552;Ferienunterkünfte;101.9;8.4;;;;
2022;10;WZ08-553;Campingplätze;134.2;7.1;;;;
2022;10;WZ08-56;Gastronomie;94.8;8.3;;;;
2022;10;WZ08-561;Restaurants & Cafes;97.4;8.7;;;;
2022;10;WZ08-562;Caterer;97.1;5.2;;;;
2022;10;WZ08-563;Bars & Clubs;82.2;18.4;;;;
2022;11;WZ08-55;Beherbergung;;;;;;
2022;11;WZ08-551;Hotels;;;;;;
2022;11;WZ08-552;Ferienunterkünfte;;;;;;
2022;11;WZ08-553;Campingplätze;;;;;;
2022;11;WZ08-56;Gastronomie;;;;;;
2022;11;WZ08-561;Restaurants & Cafes;;;;;;
2022;11;WZ08-562;Caterer;;;;;;
2022;11;WZ08-563;Bars & Clubs;;;;;;
2022;12;WZ08-55;Beherbergung;;;;;;
2022;12;WZ08-551;Hotels;;;;;;
2022;12;WZ08-552;Ferienunterkünfte;;;;;;
2022;12;WZ08-553;Campingplätze;;;;;;
2022;12;WZ08-56;Gastronomie;;;;;;
2022;12;WZ08-561;Restaurants & Cafes;;;;;;
2022;12;WZ08-562;Caterer;;;;;;
2022;12;WZ08-563;Bars & Clubs;;;;;;
