Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;UNT003__Unternehmen__Anzahl;RSF101__RSF__Unternehmen__Prozent;ENH001__Oertliche_Einheiten__Anzahl;RSF102__RSF__Oertliche_Einheiten__Prozent;ERW012__Beschaeftigte__Anzahl;ERW005__Arbeitnehmer__Anzahl;RSF002__RSF__Arbeitnehmer__Prozent;ERW014__Teilzeitbeschaeftigte__Anzahl;UMS002__Umsatz__Mill._EUR;RSF104__RSF__Umsatz__Prozent;UMS049__Umsatz_je_Unternehmen__Tsd._EUR;UMS051__Umsatz_je_Beschaeftigten__Tsd._EUR;UMS056__Umsatz_aus_ECommerce__Prozent;ERT005__Sonstige_betriebliche_Ertraege__Mill._EUR;SUB001__Subventionen__Mill._EUR;BST021__Warenbestaende_am_Anfang_des_Jahres__Mill._EUR;BST022__Warenbestaende_am_Ende_des_Jahres__Mill._EUR;ETG008__Entgelte__Mill._EUR;RSF008__RSF__Entgelte__Prozent;INV018__Bruttoinvestitionen_in_Sachanlagen__Mill._EUR;RSF106__RSF__Bruttoinvestitionen_in_Sachanlagen__Prozent;ERT004__Rohertragsquote__Prozent;AUFW01__Aufwendungen__Mill._EUR;ERT003__Rohertrag__Mill._EUR;PRO013__Produktionswert__Mill._EUR;PRO018__Produktionswert_(Anteil_am_Umsatz)__Prozent;BWS003__Bruttowertschoepfung_zu_Faktorkosten__Mill._EUR;RSF107__RSF__BWS_zu_Faktorkosten__Prozent;BWS009__BWS_zu_Faktorkosten_(Anteil_am_Umsatz)__Prozent;BBU001__Bruttobetriebsueberschuss__Mill._EUR;BBU002__Bruttobetriebsueberschuss_(Anteil_am_Umsatz)__Prozent
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856104;Cafes;10960;;11716;;87477;74557;;55693;2295;;209;26;0,7;26;6;28;32;494;;82;;69,2;1900;1588;2294;100,0;1044;;45,5;430;18,7
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856105;Eissalons;6661;;7117;;40405;33175;;20351;1172;;176;29;0,0;22;0;16;18;217;;60;;73,4;922;860;1187;101,3;543;;46,4;274;23,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08562;Caterer und sonstige Verpflegungsdienstleistungen;12945;1,2;21232;3,8;209411;197068;2,7;123927;7922;1,6;612;38;1,1;205;38;139;165;2404;1,7;201;10,1;64,2;7331;5084;8046;101,6;3981;1,6;50,3;861;10,9
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ085621;EventCaterer;3414;;4427;;40226;37189;;25705;1219;;357;30;2,1;33;1;16;17;291;;45;;69,9;1076;852;1242;101,8;586;;48,0;179;14,7
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ085629;Erbringung sonstiger Verpflegungsdienstleistungen;9531;;16805;;169185;159879;;98222;6703;;703;40;1,0;172;38;123;148;2113;;156;;63,1;6255;4231;6805;101,5;3395;;50,7;682;10,2
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08563;Ausschank von Getränken;37094;1,0;38865;1,5;224580;178184;2,8;140072;5613;1,9;151;25;0,6;68;4;116;123;938;2,9;261;21,8;68,3;4476;3837;5593;99,6;2385;2,6;42,5;1217;21,7
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856301;Schankwirtschaften;30443;;31833;;157612;118753;;90469;3861;;127;24;0,8;45;3;78;82;640;;194;;68,6;3039;2650;3854;99,8;1671;;43,3;875;22,7
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856302;Diskotheken und Tanzlokale;1727;;1884;;39928;38348;;33495;866;;502;22;0,1;16;1;21;20;178;;37;;75,4;708;653;873;100,7;396;;45,7;175;20,2
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856303;Bars;2005;;2121;;13540;11393;;9287;336;;168;25;0,1;4;0;6;7;60;;8;;72,3;280;243;341;101,4;136;;40,4;61;18,2
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856304;Vergnügungslokale;219;;230;;3513;2982;;2342;107;;487;30;2,8;2;0;2;1;25;;5;;77,2;85;82;108;101,0;56;;52,0;24;22,6
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856309;Sonstige getränkegeprägte Gastronomie;2700;;2798;;9987;6709;;4479;443;;164;44;0,1;1;1;10;11;35;;16;;46,9;364;208;417;94,2;126;;28,5;83;18,6
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856101;Gaststättengewerbe;162456;0,2;176902;0,7;1254967;1062154;2,4;753042;37544;2,2;231;30;0,7;1000;53;627;670;8015;2,8;1417;7,7;68,9;31736;25874;38070;101,4;16844;2,7;44,9;6904;18,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ085501;Gastgewerbe;222221;0,0;249802;0,6;1978959;1717770;1,6;1092361;69258;1,3;312;35;6,3;1738;206;1224;1298;16088;1,5;3562;7,9;72,4;59214;50125;70290;101,5;32326;1,5;46,7;12063;17,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855;Beherbergung;45764;0,5;52757;2,1;531921;479710;1,9;219772;25105;2,3;549;47;21,0;604;97;403;418;6211;2,1;2078;15,5;80,3;21459;20165;25594;101,9;12259;2,1;48,8;4362;17,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08551;Hotels, Gasthöfe und Pensionen;35393;0,6;41373;2,7;474465;434426;2,1;190534;22800;2,5;644;48;21,4;504;53;345;364;5695;2,3;1855;17,4;80,6;19556;18384;23217;101,8;11064;2,3;48,5;3820;16,8
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855101;Hotels (ohne Hotels garnis);12922;;17405;;311854;299370;;104936;16947;;1312;54;22,3;396;40;234;252;4457;;1000;;81,8;15037;13856;17278;102,0;8047;;47,5;2364;14,0
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855102;Hotels garnis;7150;;8080;;58093;50342;;28618;2685;;376;46;26,3;71;5;38;38;591;;566;;82,8;2133;2224;2745;102,2;1376;;51,2;628;23,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855103;Gasthöfe;9088;;9561;;79584;67555;;44618;2354;;259;30;8,7;27;7;61;60;506;;222;;70,2;1819;1652;2371;100,7;1203;;51,1;569;24,2
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855104;Pensionen;6234;;6327;;24933;17158;;12361;814;;131;33;22,9;10;0;12;13;142;;67;;80,1;567;652;823;101,1;438;;53,8;259;31,8
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;7664;0,9;8390;1,9;41433;32398;4,2;21394;1602;3,1;209;39;20,9;62;29;43;40;360;3,8;136;6,9;77,5;1328;1241;1649;103,0;814;3,9;50,8;361;22,5
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855201;Erholungs und Ferienheime;744;;861;;8014;7322;;4570;294;;395;37;10,4;11;15;14;14;98;;25;;78,9;268;232;303;103,1;174;;59,1;52;17,6
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855202;Ferienzentren;123;;158;;4978;4930;;1895;331;;2702;67;31,2;13;0;4;4;71;;14;;74,5;304;247;339;102,3;131;;39,6;40;12,1
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855203;Ferienhäuser und Ferienwohnungen;6286;;6632;;20635;12747;;10096;689;;110;33;21,9;23;2;20;17;96;;73;;78,6;496;542;706;102,5;335;;48,6;215;31,1
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855204;Jugendherbergen und Hütten;512;;740;;7805;7399;;4832;288;;562;37;17,6;15;12;5;4;95;;24;;76,9;260;221;301;104,6;175;;60,7;54;18,9
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08553;Campingplätze;1384;0,1;1476;0,8;9529;7880;2,9;4852;437;1,9;316;46;10,0;9;2;10;10;81;2,8;43;5,4;78,8;322;345;435;99,6;230;2,4;52,6;126;28,9
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08559;Sonstige Beherbergungsstätten;1323;2,9;1518;3,0;6495;5006;5,3;2992;265;2,5;200;41;7,0;30;14;5;5;76;3,3;43;5,7;73,3;253;194;292;110,1;151;3,6;57,0;55;20,6
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855901;Privatquartiere;1080;;1124;;2489;1166;;1029;78;;72;31;10,2;1;0;3;3;8;;9;;81,0;54;63;77;99,7;34;;44,2;24;30,6
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855909;Sonstige Beherbergungsstätten a.n.g.;243;;395;;4006;3840;;1964;188;;773;47;5,7;29;14;2;2;67;;35;;70,0;199;131;215;114,4;117;;62,3;31;16,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856;Gastronomie;171400;0,2;195191;0,8;1457556;1258278;1,3;883017;45469;1,1;265;31;0,9;1194;76;792;856;10844;1,4;1591;7,4;67,5;39392;30673;46173;101,5;21039;1,4;46,3;7410;16,3
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;122787;0,4;135465;0,9;1020163;875009;1,7;610615;31675;1,4;258;31;0,9;899;37;514;564;7289;1,9;1225;9,4;68,1;27300;21570;32251;101,8;14426;1,9;45,5;5361;16,9
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856101;Restaurants mit herkömmlicher Bedienung;76739;;82425;;660724;570260;;391774;19858;;259;30;1,0;222;28;344;376;4679;;683;;67,6;16861;13426;19894;100,2;9100;;45,8;3279;16,5
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856102;Restaurants mit Selbstbedienung;2133;;4079;;99250;96900;;65034;4394;;2060;44;0,6;598;4;52;54;1213;;181;;69,6;4592;3059;4926;112,1;1906;;43,4;406;9,2
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856103;Imbissstuben und Ähnliches;26542;;30251;;123581;91761;;74768;3868;;146;31;0,7;28;1;61;73;597;;180;;67,4;2885;2605;3856;99,7;1772;;45,8;1023;26,5
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856104;Cafes;11149;;12037;;97649;83989;;58488;2473;;222;25;0,4;20;4;39;40;589;;117;;68,5;2087;1693;2465;99,6;1144;;46,2;412;16,6
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856105;Eissalons;6224;;6673;;38958;32099;;20551;1082;;174;28;0,0;31;0;19;22;210;;65;;72,6;875;786;1110;102,6;504;;46,6;242;22,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08562;Caterer und sonstige Verpflegungsdienstleistungen;13130;1,5;22333;4,2;221038;208351;2,7;134886;8362;1,7;637;38;1,1;232;36;165;169;2643;2,5;178;4,9;64,3;7793;5379;8494;101,6;4263;2,0;51,0;841;10,1
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ085621;EventCaterer;3721;;4258;;38498;34787;;24448;1288;;346;33;2,5;19;0;21;29;304;;37;;69,7;1100;897;1305;101,3;627;;48,7;215;16,7
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ085629;Erbringung sonstiger Verpflegungsdienstleistungen;9409;;18075;;182540;173564;;110438;7075;;752;39;0,9;213;36;144;140;2339;;141;;63,3;6693;4481;7190;101,6;3636;;51,4;626;8,9
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08563;Ausschank von Getränken;35483;1,0;37394;1,2;216356;174918;2,7;137516;5431;1,8;153;25;0,6;63;3;113;122;913;2,5;188;13,6;68,6;4299;3724;5428;99,9;2349;2,2;43,3;1208;22,2
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856301;Schankwirtschaften;28912;;30061;;149912;115542;;87951;3692;;128;25;0,6;43;1;78;86;605;;117;;68,3;2871;2521;3696;100,1;1633;;44,2;873;23,7
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856302;Diskotheken und Tanzlokale;1234;;1439;;34495;33265;;27915;800;;648;23;0,4;13;1;14;16;169;;43;;76,5;662;612;810;101,3;358;;44,8;154;19,2
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856303;Bars;2395;;2864;;16052;13596;;11728;389;;162;24;0,2;3;0;9;10;67;;14;;70,6;326;275;391;100,5;152;;39,0;66;17,0
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856304;Vergnügungslokale;246;;254;;3014;2801;;2421;93;;379;31;3,6;1;0;1;1;21;;4;;80,6;71;75;94;100,5;49;;52,9;23;25,0
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856309;Sonstige getränkegeprägte Gastronomie;2695;;2776;;12882;9713;;7502;458;;170;36;1,2;2;1;10;10;51;;10;;52,8;369;242;437;95,5;158;;34,5;92;20,1
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856101;Gaststättengewerbe;158270;0,2;172859;0,7;1236518;1049927;1,5;748131;37106;1,2;234;30;0,8;962;40;627;687;8201;1,7;1413;8,2;68,2;31599;25294;37679;101,5;16775;1,6;45,2;6569;17,7
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ085501;Gastgewerbe;217164;0,1;247949;0,7;1989478;1737988;1,1;1102788;70573;1,1;325;35;8,0;1797;173;1195;1274;17055;1,2;3668;9,3;72,0;60851;50838;71767;101,7;33298;1,2;47,2;11772;16,7
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855;Beherbergung;44463;0,5;50156;1,9;506699;454634;1,8;215348;23880;2,1;537;47;17,7;554;94;435;464;5998;2,1;1861;14,9;81,1;20670;19359;24346;101,9;11548;1,8;48,4;3888;16,3
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08551;Hotels, Gasthöfe und Pensionen;33895;0,6;38549;2,5;447722;409099;2,0;184783;21531;2,3;635;48;18,1;486;50;370;387;5478;2,2;1610;17,2;81,4;18724;17516;21943;101,9;10363;2,0;48,1;3360;15,6
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855101;Hotels (ohne Hotels garnis);11515;;14714;;289717;278189;;99643;15883;;1379;55;19,4;416;33;286;295;4253;;953;;82,4;14243;13093;16241;102,2;7557;;47,6;2098;13,2
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855102;Hotels garnis;6833;;7678;;54054;46600;;25916;2504;;367;46;23,4;42;6;25;27;580;;455;;85,1;2044;2132;2538;101,3;1240;;49,5;511;20,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855103;Gasthöfe;9048;;9426;;77055;65381;;45124;2303;;255;30;6,1;17;11;44;50;491;;163;;70,8;1825;1631;2315;100,5;1130;;49,1;512;22,2
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855104;Pensionen;6499;;6731;;26896;18929;;14100;839;;129;31;12,1;12;0;16;15;155;;39;;78,5;612;659;848;101,0;436;;51,9;239;28,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;8057;1,1;8784;1,7;43169;32570;4,3;22780;1670;3,1;207;39;17,4;35;17;46;57;359;4,0;172;15,9;79,4;1359;1326;1700;101,8;827;3,5;49,5;374;22,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855201;Erholungs und Ferienheime;616;;700;;6386;5808;;3836;243;;394;38;11,4;6;10;7;7;78;;18;;75,3;215;183;248;102,0;142;;58,3;45;18,5
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855202;Ferienzentren;244;;290;;6222;6040;;2824;383;;1572;62;26,7;7;0;5;5;79;;15;;81,8;342;313;385;100,5;148;;38,5;49;12,9
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855203;Ferienhäuser und Ferienwohnungen;6534;;6884;;21226;13208;;10188;712;;109;34;15,9;9;1;29;39;101;;104;;80,8;495;575;724;101,7;365;;51,3;237;33,3
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855204;Jugendherbergen und Hütten;663;;909;;9335;7514;;5931;332;;501;36;14,4;13;5;6;5;101;;35;;76,5;307;254;343;103,2;173;;52,0;43;13,0
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08553;Campingplätze;1284;0,6;1391;1,4;9044;7592;4,5;4529;405;2,2;316;45;6,4;9;1;9;11;80;3,5;36;6,8;79,4;311;322;407;100,5;206;2,6;50,7;106;26,1
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08559;Sonstige Beherbergungsstätten;1227;5,5;1432;5,5;6764;5373;11,4;3257;274;6,7;224;41;3,2;24;26;9;9;81;5,0;42;9,3;71,5;276;196;296;108,0;152;4,4;55,4;48;17,5
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855901;Privatquartiere;1046;;1090;;3053;1801;;1493;86;;82;28;4,7;1;0;8;8;10;;5;;76,2;64;65;86;100,6;35;;41,5;22;26,3
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855909;Sonstige Beherbergungsstätten a.n.g.;181;;342;;3711;3572;;1764;189;;1041;51;2,5;23;25;2;2;71;;38;;69,4;212;131;210;111,4;117;;61,8;25;13,5
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856;Gastronomie;159605;0,1;182531;0,7;1391654;1213686;1,2;849537;44514;0,9;279;32;1,3;1189;65;776;831;10339;1,3;1438;6,0;65,9;39204;29321;45267;101,7;19699;1,1;44,3;6619;14,9
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;114600;0,5;127997;1,1;968109;840061;1,5;580790;30899;1,3;270;32;1,0;898;12;495;532;6907;1,8;1095;7,7;66,7;27001;20615;31496;101,9;13488;1,5;43,7;4844;15,7
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856101;Restaurants mit herkömmlicher Bedienung;69593;;76837;;630082;551041;;372912;19458;;280;31;1,0;241;8;330;351;4464;;709;;66,8;16628;12990;19522;100,3;8695;;44,7;3101;15,9
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856102;Restaurants mit Selbstbedienung;1938;;3881;;96879;95329;;63645;4518;;2331;47;0,8;605;0;55;59;1224;;171;;68,2;4775;3079;5058;112,0;1876;;41,5;352;7,8
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856103;Imbissstuben und Ähnliches;26374;;28921;;119110;90023;;70974;3697;;140;31;0,9;27;1;53;62;537;;98;;63,3;2935;2340;3691;99,8;1478;;40,0;799;21,6
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856104;Cafes;11153;;12256;;85355;72809;;52734;2251;;202;26;0,6;17;2;41;44;496;;67;;67,3;1883;1516;2247;99,8;1005;;44,6;390;17,3
