Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;UNT003__Unternehmen__Anzahl;RSF101__RSF__Unternehmen__Prozent;ENH001__Oertliche_Einheiten__Anzahl;RSF102__RSF__Oertliche_Einheiten__Prozent;ERW012__Beschaeftigte__Anzahl;ERW005__Arbeitnehmer__Anzahl;RSF002__RSF__Arbeitnehmer__Prozent;ERW014__Teilzeitbeschaeftigte__Anzahl;UMS002__Umsatz__Mill._EUR;RSF104__RSF__Umsatz__Prozent;UMS049__Umsatz_je_Unternehmen__Tsd._EUR;UMS051__Umsatz_je_Beschaeftigten__Tsd._EUR;UMS056__Umsatz_aus_ECommerce__Prozent;ERT005__Sonstige_betriebliche_Ertraege__Mill._EUR;SUB001__Subventionen__Mill._EUR;BST021__Warenbestaende_am_Anfang_des_Jahres__Mill._EUR;BST022__Warenbestaende_am_Ende_des_Jahres__Mill._EUR;ETG008__Entgelte__Mill._EUR;RSF008__RSF__Entgelte__Prozent;INV018__Bruttoinvestitionen_in_Sachanlagen__Mill._EUR;RSF106__RSF__Bruttoinvestitionen_in_Sachanlagen__Prozent;ERT004__Rohertragsquote__Prozent;AUFW01__Aufwendungen__Mill._EUR;ERT003__Rohertrag__Mill._EUR;PRO013__Produktionswert__Mill._EUR;PRO018__Produktionswert_(Anteil_am_Umsatz)__Prozent;BWS003__Bruttowertschoepfung_zu_Faktorkosten__Mill._EUR;RSF107__RSF__BWS_zu_Faktorkosten__Prozent;BWS009__BWS_zu_Faktorkosten_(Anteil_am_Umsatz)__Prozent;BBU001__Bruttobetriebsueberschuss__Mill._EUR;BBU002__Bruttobetriebsueberschuss_(Anteil_am_Umsatz)__Prozent
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856105;Eissalons;5542;;6103;;36683;30858;;20524;975;;176;27;3,6;8;0;16;16;185;;50;;70,8;781;691;978;100,3;435;;44,6;203;20,8
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08562;Caterer und sonstige Verpflegungsdienstleistungen;12441;1,7;20697;2,5;214811;202880;2,8;131829;8474;1,4;681;39;2,9;234;50;183;193;2538;1,7;183;4,5;61,9;8002;5244;8625;101,8;4082;1,7;48,2;765;9,0
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ085621;EventCaterer;3253;;3906;;40898;37959;;28047;1325;;407;32;3,6;40;1;28;24;326;;32;;69,2;1197;917;1355;102,2;645;;48,7;166;12,5
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ085629;Erbringung sonstiger Verpflegungsdienstleistungen;9188;;16791;;173913;164920;;103782;7148;;778;41;2,7;194;50;155;169;2212;;151;;60,5;6806;4327;7270;101,7;3437;;48,1;600;8,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08563;Ausschank von Getränken;32564;1,6;33837;1,7;208735;170746;3,3;136919;5141;1,8;158;25;0,9;58;3;98;106;893;2,8;159;10,7;67,3;4201;3462;5146;100,1;2129;2,5;41,4;1009;19,6
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856301;Schankwirtschaften;26798;;27706;;152304;120453;;95741;3608;;135;24;0,8;40;1;73;78;624;;121;;67,9;2903;2449;3610;100,0;1536;;42,6;752;20,8
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856302;Diskotheken und Tanzlokale;1201;;1335;;29815;28829;;23853;662;;551;22;1,7;13;1;12;13;138;;16;;74,4;576;492;672;101,5;273;;41,3;101;15,2
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856303;Bars;1873;;2024;;13167;11074;;9265;353;;189;27;0,8;4;1;5;5;69;;15;;70,7;301;250;356;100,9;143;;40,6;57;16,1
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856304;Vergnügungslokale;187;;191;;1722;1554;;1285;73;;391;42;0,0;0;0;1;1;14;;3;;74,6;54;54;73;100,4;36;;49,0;19;26,1
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856309;Sonstige getränkegeprägte Gastronomie;2505;;2582;;11727;8836;;6774;445;;178;38;0,9;1;0;9;10;49;;5;;48,6;367;216;435;97,8;140;;31,5;81;18,2
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856101;Gaststättengewerbe;147164;0,2;161834;0,8;1176843;1010806;1,4;717708;36040;1,1;245;31;1,0;955;15;593;638;7800;1,6;1254;6,8;66,8;31202;24077;36642;101,7;15617;1,3;43,3;5853;16,2
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ085501;Gastgewerbe;204068;0,0;232687;0,7;1898353;1668320;1,0;1064885;68394;0,9;335;36;7,1;1742;159;1210;1295;16337;1,1;3298;8,7;71,2;59874;48681;69613;101,8;31247;1,0;45,7;10506;15,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855;Beherbergung;46630;0,5;52956;1,8;542602;489439;1,6;229653;26391;1,3;566;49;16,2;603;97;498;521;6576;1,4;1956;19,1;81,1;22465;21397;26892;101,9;13026;1,4;49,4;4649;17,6
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08551;Hotels, Gasthöfe und Pensionen;35402;0,6;40403;2,2;480764;441462;1,7;199698;23810;1,4;673;50;16,6;510;52;418;433;6023;1,6;1725;21,8;81,4;20367;19382;24234;101,8;11695;1,5;49,1;4018;16,9
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855101;Hotels (ohne Hotels garnis);12985;;16361;;305343;292985;;104357;17531;;1350;57;18,2;421;45;320;333;4631;;933;;82,7;15368;14498;17894;102,1;8573;;48,9;2642;15,1
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855102;Hotels garnis;7033;;7571;;58441;50971;;28070;2753;;392;47;20,5;56;2;29;29;622;;581;;85,0;2215;2340;2799;101,6;1374;;49,9;596;21,6
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855103;Gasthöfe;9493;;10229;;89973;77489;;52674;2705;;285;30;4,4;26;4;57;58;622;;147;;69,7;2183;1887;2719;100,5;1334;;49,3;555;20,5
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855104;Pensionen;5892;;6242;;27007;20017;;14598;820;;139;30;8,4;7;0;13;13;148;;64;;80,0;601;656;823;100,4;413;;50,4;226;27,6
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;8478;0,4;9255;1,2;45911;35189;4,5;22491;1854;3,3;219;40;15,6;55;20;59;65;388;3,8;127;8,3;79,1;1485;1466;1901;102,5;943;3,4;50,9;450;24,3
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855201;Erholungs und Ferienheime;640;;730;;6974;6483;;4296;291;;455;42;10,8;15;13;9;10;84;;21;;77,9;256;227;303;104,1;169;;58,0;63;21,8
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855202;Ferienzentren;233;;278;;5062;4738;;2212;351;;1507;69;25,8;8;0;5;5;75;;15;;81,4;316;286;355;101,1;140;;39,7;44;12,6
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855203;Ferienhäuser und Ferienwohnungen;6885;;7225;;24210;15335;;10678;816;;119;34;15,1;18;1;40;44;118;;72;;79,5;569;649;834;102,2;420;;51,5;270;33,1
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855204;Jugendherbergen und Hütten;720;;1021;;9665;8633;;5304;396;;550;41;11,2;15;5;6;6;110;;19;;77,0;344;305;409;103,4;215;;54,3;72;18,2
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08553;Campingplätze;1428;3,9;1710;10,3;9517;7918;3,7;4655;448;3,4;314;47;5,8;10;1;13;15;87;4,7;42;8,1;79,5;338;357;451;100,5;231;3,6;51,6;124;27,6
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08559;Sonstige Beherbergungsstätten;1322;4,8;1588;5,1;6410;4870;7,8;2810;279;6,9;211;44;3,9;28;25;8;8;79;11,2;62;14,1;68,9;276;192;305;109,4;158;9,6;56,4;57;20,3
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855901;Privatquartiere;1117;;1137;;2695;1306;;1188;77;;69;28;12,0;1;0;6;6;7;;7;;76,6;52;59;77;100,9;35;;45,2;25;33,0
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855909;Sonstige Beherbergungsstätten a.n.g.;205;;451;;3715;3563;;1621;202;;986;55;0,9;27;25;2;2;72;;55;;65,9;223;133;228;112,6;123;;60,7;31;15,6
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856;Gastronomie;179566;0,1;207282;1,1;1542445;1339217;1,1;892484;51013;1,0;284;33;1,8;1233;89;895;945;11897;1,0;1619;4,0;66,5;44330;33921;51824;101,6;23036;1,0;45,2;8054;15,8
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;130727;0,3;147507;1,5;1079064;935153;1,4;613846;35977;1,4;275;33;1,6;880;33;633;664;8099;1,3;1208;4,6;67,3;31044;24212;36539;101,6;15972;1,4;44,4;5878;16,3
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856101;Restaurants mit herkömmlicher Bedienung;79331;;88657;;706121;617706;;393799;22677;;286;32;1,4;264;26;403;420;5258;;718;;67,3;19203;15261;22762;100,4;10344;;45,6;3781;16,7
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856102;Restaurants mit Selbstbedienung;2987;;5237;;105760;103311;;68989;5022;;1681;47;3,3;537;5;80;81;1363;;202;;68,5;5198;3440;5475;109,0;2056;;40,9;368;7,3
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856103;Imbissstuben und Ähnliches;30481;;33646;;133290;100528;;74674;4630;;152;35;2,1;46;0;84;93;643;;138;;65,3;3581;3024;4643;100,3;1915;;41,4;1104;23,8
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856104;Cafes;12491;;13841;;95787;81673;;55007;2546;;204;27;0,3;21;2;49;48;622;;85;;66,8;2189;1701;2544;99,9;1143;;44,9;379;14,9
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856105;Eissalons;5437;;6128;;38107;31936;;21378;1102;;203;29;0,3;13;0;17;21;213;;65;;71,4;873;786;1115;101,2;514;;46,7;246;22,3
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08562;Caterer und sonstige Verpflegungsdienstleistungen;14239;1,2;23468;2,5;235884;222194;2,8;139923;9464;1,3;665;40;3,0;274;54;158;172;2782;1,6;230;5,0;62,7;8728;5937;9675;102,2;4696;1,4;49,6;1077;11,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ085621;EventCaterer;4357;;5003;;49964;45498;;32224;1632;;375;33;2,7;22;4;18;27;400;;37;;69,9;1428;1141;1658;101,5;790;;48,4;239;14,6
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ085629;Erbringung sonstiger Verpflegungsdienstleistungen;9882;;18465;;185920;176696;;107698;7831;;792;42;3,1;252;51;140;144;2381;;193;;61,2;7299;4797;8018;102,4;3906;;49,9;839;10,7
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08563;Ausschank von Getränken;34600;1,0;36307;1,2;227497;181870;2,9;138715;5572;1,7;161;24;1,1;78;2;103;109;1016;3,0;182;17,2;67,7;4558;3772;5610;100,7;2367;2,2;42,5;1099;19,7
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856301;Schankwirtschaften;28733;;29886;;163193;123953;;91281;4007;;139;25;0,9;53;1;75;75;708;;126;;67,2;3228;2691;4026;100,5;1719;;42,9;832;20,8
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856302;Diskotheken und Tanzlokale;1085;;1306;;31097;30089;;25213;627;;578;20;2,6;15;0;13;12;135;;15;;74,9;533;470;641;102,1;276;;43,9;109;17,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856303;Bars;2675;;2845;;18437;15476;;12540;472;;176;26;1,3;7;1;6;9;90;;33;;71,7;407;338;480;101,8;189;;40,1;75;15,9
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856304;Vergnügungslokale;158;;179;;2286;2190;;1446;80;;506;35;0,0;1;0;1;2;21;;1;;76,3;66;61;82;103,0;42;;52,9;17;20,8
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856309;Sonstige getränkegeprägte Gastronomie;1949;;2091;;12484;10163;;8236;386;;198;31;0,9;2;0;9;10;62;;7;;54,7;324;211;381;98,5;141;;36,6;66;17,0
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856101;Gaststättengewerbe;165327;0,2;183815;1,2;1306561;1117023;1,2;752561;41549;1,3;251;32;1,6;959;35;737;773;9115;1,2;1390;4,6;67,4;35603;27983;42149;101,4;18340;1,2;44,1;6977;16,8
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ085501;Gastgewerbe;226196;0,1;260238;0,9;2085047;1828657;0,9;1122137;77404;0,8;342;37;6,7;1836;187;1393;1465;18473;0,8;3575;10,7;71,5;66796;55318;78716;101,7;36062;0,8;46,6;12703;16,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855;Beherbergung;47387;0,5;53536;0,9;553550;500641;1,7;235919;28574;1,6;603;52;18,6;587;71;548;531;7039;2,1;1971;11,0;82,1;23963;23450;29017;101,5;14210;1,9;49,7;5252;18,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08551;Hotels, Gasthöfe und Pensionen;35667;0,6;40201;1,0;484472;445084;1,5;201125;25592;1,4;718;53;19,0;491;23;403;389;6378;1,4;1673;13,1;82,4;21501;21100;25974;101,5;12712;1,4;49,7;4591;17,9
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855101;Hotels (ohne Hotels garnis);12973;;15757;;316191;303177;;111589;19115;;1474;60;20,4;410;21;288;281;4930;;1228;;83,3;16459;15928;19451;101,8;9379;;49,1;3080;16,1
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855102;Hotels garnis;7483;;8215;;56438;48713;;28274;2862;;383;51;25,5;40;1;35;36;617;;153;;85,5;2275;2446;2891;101,0;1415;;49,4;629;22,0
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855103;Gasthöfe;9078;;9695;;84334;72099;;46939;2719;;300;32;5,2;29;1;69;60;655;;233;;73,2;2124;1990;2727;100,3;1435;;52,8;615;22,6
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855104;Pensionen;6134;;6534;;27509;21094;;14323;896;;146;33;9,1;12;1;11;12;175;;59;;82,1;642;736;905;101,0;484;;54,0;267;29,8
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;8892;0,6;10080;2,3;51346;40841;5,0;26567;2130;6,7;239;41;18,6;54;20;112;110;456;5,7;169;14,1;79,3;1742;1688;2170;101,9;1038;5,0;48,7;459;21,6
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855201;Erholungs und Ferienheime;549;;620;;7205;6771;;4119;257;;468;36;10,0;10;14;8;7;92;;23;;75,0;255;192;264;103,0;141;;54,8;26;10,1
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855202;Ferienzentren;243;;271;;5442;5171;;2050;387;;1593;71;31,3;6;0;6;5;77;;14;;80,6;336;312;388;100,3;154;;39,9;57;14,7
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855203;Ferienhäuser und Ferienwohnungen;7302;;8011;;27071;18186;;13606;940;;129;35;16,6;17;1;91;92;141;;69;;80,2;676;754;956;101,7;460;;49,0;283;30,1
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855204;Jugendherbergen und Hütten;797;;1178;;11628;10713;;6793;546;;684;47;17,3;20;4;7;5;146;;63;;78,8;475;430;561;102,9;282;;51,7;94;17,1
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08553;Campingplätze;1473;2,4;1611;3,9;10540;8950;3,7;5034;523;3,3;355;50;10,0;10;0;18;17;106;4,0;67;9,0;81,2;385;425;517;98,9;281;3,9;53,7;148;28,3
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08559;Sonstige Beherbergungsstätten;1356;3,1;1644;4,0;7192;5766;30,4;3193;330;27,9;243;46;5,2;33;28;16;15;99;33,3;63;21,5;72,1;336;238;356;108,0;180;37,6;54,6;54;16,3
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855901;Privatquartiere;1056;;1092;;2961;1783;;1407;91;;87;31;2,9;0;0;14;13;13;;4;;80,5;70;74;91;99,2;38;;41,4;21;23,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855909;Sonstige Beherbergungsstätten a.n.g.;300;;552;;4231;3983;;1786;238;;794;56;6,1;32;28;2;2;86;;58;;68,9;266;164;265;111,3;142;;59,7;32;13,6
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856;Gastronomie;183026;0,1;209713;0,6;1619766;1419698;1,1;947640;55031;0,9;301;34;1,5;1310;81;944;1012;13423;1,0;1758;7,4;67,6;48007;37226;55920;101,6;25497;0,9;46,3;8483;15,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;131845;0,3;146868;0,8;1136031;991804;1,4;650095;38675;1,2;293;34;1,1;931;20;679;728;9230;1,4;1309;9,7;68,4;33651;26465;39291;101,6;17636;1,3;45,6;6025;15,6
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856101;Restaurants mit herkömmlicher Bedienung;78706;;85786;;733233;644970;;415016;24411;;310;33;1,2;293;18;439;477;6003;;873;;68,5;20903;16716;24540;100,5;11425;;46,8;3857;15,8
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856102;Restaurants mit Selbstbedienung;3153;;5807;;114248;111450;;74691;5649;;1792;49;0,7;562;0;77;85;1553;;183;;69,5;5821;3926;6139;108,7;2329;;41,2;398;7,1
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856103;Imbissstuben und Ähnliches;32923;;36417;;155766;121471;;86600;5050;;153;32;1,9;38;1;94;99;809;;132;;65,5;3925;3309;5041;99,8;2197;;43,5;1169;23,2
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856104;Cafes;11731;;12723;;95207;82284;;55284;2534;;216;27;0,6;22;1;49;50;653;;66;;69,2;2177;1754;2532;99,9;1201;;47,4;381;15,0
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856105;Eissalons;5333;;6135;;37577;31630;;18504;1031;;193;27;0,0;16;0;20;18;212;;56;;73,7;825;759;1040;100,9;484;;47,0;219;21,3
